distance,cov.min.eval,z_max,motif.max.score,alifold_cov_score,mfe.score,gc.score,motif.sum,group,ID,probability,p.value,read.max.score,read.counts,known,d.val,cov.val,ali.cov.val,z.val,motif.val,read.val,sig.features
0,10,0.3,0,2.75,-43.8,49.746192893401,0,Predicted,GCA_000007565.2_368,0,1,82,2,FALSE,0,0,0,0,0,0,0
0,10,10,0,0,-11.3,55.1020408163265,0,Predicted,GCA_000007565.2_371,0,1,20,2,FALSE,0,0,0,0,0,0,0
0.241446,10,0,8.7,0.64,-6.47,55.8441558441558,8.7,Predicted,GCA_000007565.2_372,0,7e-07,49,3,FALSE,1,0,0,0,1,0,2
0,10,0.2,0,2.63,-10.3,47.2222222222222,0,Predicted,GCA_000007565.2_373,0,0.00011,52,2,FALSE,0,0,0,0,0,0,0
0,10,0.3,0,0,-13.1,67.8571428571429,0,Predicted,GCA_000007565.2_374,0,1,29,2,FALSE,0,0,0,0,0,0,0
0.421197,0.0233176,0.5,15.3,0,0,58.0808080808081,313.9,Predicted,GCA_000007565.2_375,0,9.5e-07,467,11,FALSE,1,1,0,0,1,1,4
0,10,1.6,0,0,-80.5,47.2222222222222,0,Predicted,GCA_000007565.2_376,0,1,85,1,FALSE,0,0,0,0,0,0,0
0,10,-0.1,0,0,-62.8,38.8571428571429,0,Predicted,GCA_000007565.2_377,0,1,65,1,FALSE,0,0,0,0,0,0,0
0,10,1.1,0,0,-23.7,40.8163265306122,0,Predicted,GCA_000007565.2_379,0,1,23,1,FALSE,0,0,0,0,0,0,0
0.020751,10,1,9.7,1.06,-4.97,41.4634146341463,9.7,Predicted,GCA_000007565.2_382,0,0.045,315,2,FALSE,0,0,0,0,1,1,2
0.074044,10,-0.7,0,-0.21,-13.05,61.1464968152866,0,Predicted,GCA_000007565.2_385,0,0.00011,911,5,FALSE,1,0,0,0,0,1,2
0.020751,10,-0.6,0,0.94,-15.45,62.0253164556962,0,Predicted,GCA_000007565.2_386,0,0.037,140,2,FALSE,0,0,0,0,0,1,1
0.008598,10,0.2,0,-0.44,-8.37,30.952380952381,0,Predicted,GCA_000007565.2_39,0,1,302,2,FALSE,0,0,0,0,0,1,1
0.008598,10,-0.4,0,0,-9.6,51.9230769230769,0,Predicted,GCA_000007565.2_392,0,1,149,2,FALSE,0,0,0,0,0,1,1
0,10,-1.2,0,0,-32.8,54.9450549450549,0,Predicted,GCA_000007565.2_394,0,1,32,1,FALSE,0,0,0,0,0,0,0
0,10,1.4,0,0,-12.1,60.7142857142857,0,Predicted,GCA_000007565.2_395,0,1,72,1,FALSE,0,0,0,0,0,0,0
0,10,0.2,0,0,-43,53.1645569620253,0,Predicted,GCA_000007565.2_396,0,1,29,1,FALSE,0,0,0,0,0,0,0
0.020751,10,0.6,0,0.64,-10.17,57.7464788732394,0,Predicted,GCA_000007565.2_397,0,0.007,47,2,FALSE,0,0,0,0,0,0,0
0,10,-2,10.6,0,-33.5,65.7142857142857,10.6,Predicted,GCA_000007565.2_398,0,1,21,1,FALSE,0,0,0,0,1,0,1
0,10,-1.6,0,0,-35.4,74.025974025974,0,Predicted,GCA_000007565.2_399,0,1,19,1,FALSE,0,0,0,0,0,0,0
0.008598,10,-2.8,16.7,0,-80.2,46.2406015037594,26.8,Predicted,GCA_000007565.2_4,0,1,204,1,FALSE,0,0,0,0,1,1,2
0,10,0.3,0,0,-15.2,50.7936507936508,0,Predicted,GCA_000007565.2_400,0,1,92,1,FALSE,0,0,0,0,0,0,0
0,10,-1.6,11.7,0,-82.27,52.233676975945,11.7,Predicted,GCA_000007565.2_401,0,1,24,1,FALSE,0,0,0,0,1,0,1
0,10,-1.3,0,0,-42.1,54.5454545454545,0,Predicted,GCA_000007565.2_402,0,1,114,1,FALSE,0,0,0,0,0,1,1
0,10,-1.3,0,-0.5,-46.55,47.8571428571429,0,Predicted,GCA_000007565.2_405,0,1,354,2,FALSE,0,0,0,0,0,1,1
0,10,0.3,0,1,-14.1,54.6875,0,Predicted,GCA_000007565.2_412,0,1,72,2,FALSE,0,0,0,0,0,0,0
0.038763,10,0.9,0,0.42,-15.55,68.8311688311688,0,Predicted,GCA_000007565.2_413,0,2.9e-06,3898,3,FALSE,0,0,0,0,0,1,1
0,10,0.8,9.9,0,-133.4,56.0913705583756,9.9,Predicted,GCA_000007565.2_416,0,1,414,1,FALSE,0,0,0,0,1,1,2
0,10,-0.1,0,0,-25.2,60,0,Predicted,GCA_000007565.2_417,0,1,45,1,FALSE,0,0,0,0,0,0,0
0,10,0.4,0,0,-19.6,52.7777777777778,0,Predicted,GCA_000007565.2_418,0,1,46,1,FALSE,0,0,0,0,0,0,0
0.008598,10,0,7.9,3.34,-59.4,68.7898089171974,7.9,Predicted,GCA_000007565.2_421,0,6.9e-08,164,2,FALSE,0,0,0,0,1,1,2
0,10,0.1,0,0,-16.3,55.7692307692308,0,Predicted,GCA_000007565.2_430,0,1,84,1,FALSE,0,0,0,0,0,0,0
0,10,-0.8,9.9,0,-24.9,52.9411764705882,9.9,Predicted,GCA_000007565.2_447,0,1,368,1,FALSE,0,0,0,0,1,1,2
0,10,1.1,0,0,-6.8,41.9354838709677,0,Predicted,GCA_000007565.2_449,0,1,23,1,FALSE,0,0,0,0,0,0,0
0,10,-0.8,0,0,-53.3,68.695652173913,0,Predicted,GCA_000007565.2_450,0,1,102,1,FALSE,0,0,0,0,0,1,1
0,10,-2.5,0,0.5,-22.05,43.2098765432099,0,Predicted,GCA_000007565.2_452,0,1,160,2,FALSE,0,0,0,0,0,1,1
0,10,0,0,-0.25,-9.3,42.8571428571429,0,Predicted,GCA_000007565.2_460,0,1,102,2,FALSE,0,0,0,0,0,1,1
0,10,-1.3,0,0.25,-31.5,58.4507042253521,0,Predicted,GCA_000007565.2_462,0,1,77,2,FALSE,0,0,0,0,0,0,0
0,10,-0.5,0,-0.25,-42.9,45.0867052023121,0,Predicted,GCA_000007565.2_464,0,1,326,2,FALSE,0,0,0,0,0,1,1
0,10,0.1,0,0,-20.6,51.7647058823529,0,Predicted,GCA_000007565.2_467,0,1,83,1,FALSE,0,0,0,0,0,0,0
0,10,-1.6,0,0,-38.6,56.6666666666667,0,Predicted,GCA_000007565.2_472,0,1,1061,2,FALSE,0,0,0,0,0,1,1
0,10,1.4,0,0,-9.2,31.3953488372093,0,Predicted,GCA_000007565.2_473,0,1,143,1,FALSE,0,0,0,0,0,1,1
0,10,0.1,0,0,-12.8,45,0,Predicted,GCA_000007565.2_476,0,1,196,2,FALSE,0,0,0,0,0,1,1
0,10,-1.8,0,0.75,-54.95,50.8771929824561,0,Predicted,GCA_000007565.2_477,0,1,55,2,FALSE,0,0,0,0,0,0,0
0,10,-0.5,10.8,0,-24.5,55.952380952381,10.8,Predicted,GCA_000007565.2_478,0,1,87,2,FALSE,0,0,0,0,1,0,1
0,10,-0.9,8.4,0,-59.8,48.3870967741936,8.4,Predicted,GCA_000007565.2_479,0,1,110,1,FALSE,0,0,0,0,1,1,2
0.395688,0.00109293,0.3,19.2,0,0,68.9119170984456,418.5,Predicted,GCA_000007565.2_481,0,6.1e-10,54,2,FALSE,1,1,0,0,1,0,3
0.270752,0.0143968,-0.6,17,-0.06,-0.58,73.5849056603774,516.6,Predicted,GCA_000007565.2_482,0,9.1e-10,148,2,FALSE,1,1,0,0,1,1,4
0,10,0.6,0,0,-22.6,53.2608695652174,0,Predicted,GCA_000007565.2_484,0,1,87,1,FALSE,0,0,0,0,0,0,0
0,10,-1.2,0,0,-44,57.3913043478261,0,Predicted,GCA_000007565.2_487,0,1,47,1,FALSE,0,0,0,0,0,0,0
0,10,-1.1,0,2,-14.37,50.6493506493506,0,Predicted,GCA_000007565.2_5,0,1,143,2,FALSE,0,0,0,0,0,1,1
0.008598,10,0.6,7.6,-0.25,-7.4,54.3478260869565,7.6,Predicted,GCA_000007565.2_60,0,0.00016,180,2,FALSE,0,0,0,0,1,1,2
0.008598,10,-1.8,0,0,-29.2,56.9620253164557,0,Predicted,GCA_000007565.2_7,0,1,350,1,FALSE,0,0,0,0,0,1,1
0.231885,10,0.7,8.8,1.79,-23.6,51.7766497461929,8.8,Predicted,GCA_000007565.2_73,0,4.8e-07,44,2,FALSE,1,0,0,0,1,0,2
0,10,0.8,0,0,-10,48.1481481481481,0,Predicted,GCA_000007565.2_74,0,1,83,2,FALSE,0,0,0,0,0,0,0
0,10,-1.2,0,-0.66,-27.53,51.3274336283186,0,Predicted,GCA_000007565.2_76,0,1,61,1,FALSE,0,0,1,0,0,0,1
0,10,0,0,0,-79.7,40.4907975460123,0,Predicted,GCA_000007565.2_96,0,1,31,1,FALSE,0,0,0,0,0,0,0
0,10,-0.5,0,0,-16.5,48.6111111111111,0,Predicted,GCA_000007565.2_97,0,1,79,1,FALSE,0,0,0,0,0,0,0
0,10,-0.2,0,0,-75.8,57.0212765957447,0,Predicted,GCA_000007565.2_98,0,1,52,1,FALSE,0,0,0,0,0,0,0
0.312825,10,10,14.8,0,0,63.7614678899083,408.3,Predicted,GCA_000015425.1_100,0,1.2e-08,971,2,FALSE,1,0,0,0,1,1,3
0.024836,10,-0.4,0,-0.24,-1.65,33.3333333333333,0,Predicted,GCA_000015425.1_106,0,1,42248,3,FALSE,0,0,0,0,0,1,1
0.000659,10,-0.6,0,-0.2,-14.08,44.1176470588235,0,Predicted,GCA_000015425.1_108,0,1,677,2,FALSE,0,0,0,0,0,1,1
0.336966,0.00167508,0.4,17.7,0,0,62.9166666666667,295.9,Predicted,GCA_000015425.1_11,0,0.001,1716,8,FALSE,1,1,0,0,1,1,4
0.000659,10,-0.6,0,0.5,-12.85,43.9393939393939,0,Predicted,GCA_000015425.1_113,0,1,1671,2,FALSE,0,0,0,0,0,1,1
0.029721,10,-0.7,0,1.31,-15.8,47.4358974358974,0,Predicted,GCA_000015425.1_12,0,5e-06,553,4,FALSE,0,0,0,0,0,1,1
0.024836,10,0.7,0,0,-4.8,30.8823529411765,0,Predicted,GCA_000015425.1_120,0,1,6181,3,FALSE,0,0,0,0,0,1,1
0.029721,10,-0.1,0,2.25,-17.48,36.9127516778523,0,Predicted,GCA_000015425.1_121,0,4.3e-08,1752,4,FALSE,0,0,0,0,0,1,1
0.000659,10,-0.8,0,-0.25,-10.9,39.2857142857143,0,Predicted,GCA_000015425.1_122,0,1,1204,2,FALSE,0,0,0,0,0,1,1
0.417482,3.03358e-09,0.2,15.2,0,0,55.793991416309,778.4,Predicted,GCA_000015425.1_124,0,2.3e-11,13676,34,FALSE,1,1,0,0,1,1,4
0.24219,10,-1.1,0,-0.24,-9.17,46.078431372549,0,Predicted,GCA_000015425.1_13,0,4.9e-11,650,4,FALSE,1,0,0,0,0,1,2
0,10,0.4,0,0,-8.5,48.0769230769231,0,Predicted,GCA_000015425.1_135,0,1,47,1,FALSE,0,0,0,0,0,0,0
0.343697,0.000315442,0.6,10.7,-0.05,-3.63,65.6,59.2,Predicted,GCA_000015425.1_14,0,2.4e-09,4455,11,FALSE,1,1,0,0,1,1,4
0.024836,10,0.8,0,0.45,-13.63,39.8230088495575,0,Predicted,GCA_000015425.1_143,0,0.01,3019,3,FALSE,0,0,0,0,0,1,1
0.024836,10,1.5,0,-0.21,-8.57,30.952380952381,0,Predicted,GCA_000015425.1_15,0,1,556,3,FALSE,0,0,0,0,0,1,1
0.024836,10,-0.3,0,0.23,-14.69,40.7692307692308,0,Predicted,GCA_000015425.1_154,0,0.002,1059,3,FALSE,0,0,0,0,0,1,1
0.024836,10,0.5,0,-0.22,-7.4,33.3333333333333,0,Predicted,GCA_000015425.1_157,0,1,1885,3,FALSE,0,0,0,0,0,1,1
0.029721,10,1.4,0,1.13,-7.2,40,0,Predicted,GCA_000015425.1_158,0,0.048,9469,4,FALSE,0,0,0,0,0,1,1
0.050073,10,0.1,15,1.88,-24.12,38.9423076923077,15,Predicted,GCA_000015425.1_161,0,1.1e-06,698,4,FALSE,1,0,0,0,1,1,3
0.360705,10,0.7,0,0.33,-10.43,44.4444444444444,0,Predicted,GCA_000015425.1_162,0,0.01,3198,4,FALSE,1,0,0,0,0,1,2
0.024836,10,0.5,0,0,-13.93,36.4864864864865,0,Predicted,GCA_000015425.1_163,0,1,3089,3,FALSE,0,0,0,0,0,1,1
0.050073,10,-1.3,0,4.24,-18.9,42.9347826086957,0,Predicted,GCA_000015425.1_164,0,2.9e-10,5844,4,FALSE,1,0,0,0,0,1,2
0.024836,10,0.9,8.1,0.24,-20.4,36.1990950226244,8.1,Predicted,GCA_000015425.1_165,0,1.6e-10,1338,3,FALSE,0,0,0,0,1,1,2
0.360705,10,-1.4,12.7,0.61,-14.7,40.5963302752294,22.1,Predicted,GCA_000015425.1_169,0,3e-11,5944,4,FALSE,1,0,0,0,1,1,3
0.360705,10,-0.3,0,-0.33,-10,33.7579617834395,0,Predicted,GCA_000015425.1_170,0,1e-05,6894,4,FALSE,1,0,0,0,0,1,2
0.000659,10,2.5,0,0,-2.3,45.8333333333333,0,Predicted,GCA_000015425.1_177,0,1,459,2,FALSE,0,0,0,0,0,1,1
0.000659,10,-1.1,0,0,-11.6,41.3793103448276,0,Predicted,GCA_000015425.1_18,0,1,793,2,FALSE,0,0,0,0,0,1,1
0.37964,10,-0.8,12.9,-0.34,-1.07,31.3131313131313,31.9,Predicted,GCA_000015425.1_180,0,1.7e-12,8014,4,FALSE,1,0,0,0,1,1,3
0.360705,10,2,0,-0.53,-5.86,57.2916666666667,0,Predicted,GCA_000015425.1_181,0,2e-06,1779,4,FALSE,1,0,1,0,0,1,3
0.000659,10,0.5,0,0,-7.3,36.5079365079365,0,Predicted,GCA_000015425.1_183,0,1,7066,2,FALSE,0,0,0,0,0,1,1
0.360705,10,-0.1,9.6,0.11,-15.95,47.945205479452,9.6,Predicted,GCA_000015425.1_184,0,1e-09,16420,4,FALSE,1,0,0,0,1,1,3
0.000659,10,0.5,0,0,-14.2,53.968253968254,0,Predicted,GCA_000015425.1_185,0,1,7875,2,FALSE,0,0,0,0,0,1,1
0.372581,10,0.5,12.4,0.07,-0.28,41.8604651162791,30.8,Predicted,GCA_000015425.1_194,0,4.9e-15,17116,4,FALSE,1,0,0,0,1,1,3
0,10,0.8,0,0,-16.3,40.5172413793103,0,Predicted,GCA_000015425.1_2,0,1,74,1,FALSE,0,0,0,0,0,0,0
0.035183,10,1,0,2.69,-11.35,36.1111111111111,0,Predicted,GCA_000015425.1_200,0,1.8e-05,12247,3,FALSE,0,0,0,0,0,1,1
0.035183,0.0144492,0.1,0,1.44,-11.3,40.3141361256544,0,Predicted,GCA_000015425.1_201,0,2.1e-08,12192,3,FALSE,0,1,0,0,0,1,2
0.024836,10,1,0,0.9,-11.7,40.5940594059406,0,Predicted,GCA_000015425.1_215,0,0.014,430,3,FALSE,0,0,0,0,0,1,1
0.024836,10,0,0,0.33,-7.3,39.2857142857143,0,Predicted,GCA_000015425.1_216,0,1,10460,3,FALSE,0,0,0,0,0,1,1
0.397936,10,0.2,9.8,-0.62,-4.36,51.1450381679389,9.8,Predicted,GCA_000015425.1_219,0,3e-10,1926,9,FALSE,1,0,1,0,1,1,4
0.000659,10,-1.4,0,0,-17.5,31.0344827586207,0,Predicted,GCA_000015425.1_220,0,1,3119,2,FALSE,0,0,0,0,0,1,1
0.000659,10,1,0,0,-2.9,41.8181818181818,0,Predicted,GCA_000015425.1_222,0,1,1732,2,FALSE,0,0,0,0,0,1,1
0,10,-0.2,0,0,-8.5,39.2857142857143,0,Predicted,GCA_000015425.1_233,0,1,86,1,FALSE,0,0,0,0,0,0,0
0,10,1,7.1,0,-48.2,35.7414448669202,7.1,Predicted,GCA_000015425.1_235,0,1,100,1,FALSE,0,0,0,0,1,0,1
0.024836,10,1.1,0,0.33,-2.33,36.1111111111111,0,Predicted,GCA_000015425.1_24,0,0.049,1497,3,FALSE,0,0,0,0,0,1,1
0.024836,10,0.2,0,1.34,-13.03,43.8356164383562,0,Predicted,GCA_000015425.1_242,0,0.017,3350,3,FALSE,0,0,0,0,0,1,1
0.024836,10,0.6,0,0.33,-8.97,50.7692307692308,0,Predicted,GCA_000015425.1_243,0,0.043,16344,3,FALSE,0,0,0,0,0,1,1
0.024836,10,-0.1,13.1,1.11,-14.63,37.9746835443038,13.1,Predicted,GCA_000015425.1_249,0,0.003,877,3,FALSE,0,0,0,0,1,1,2
0.000659,10,-0.2,0,0,-6.2,28.5714285714286,0,Predicted,GCA_000015425.1_251,0,1,208,2,FALSE,0,0,0,0,0,1,1
0.421197,2.32372e-08,0.4,16.1,0,0,54.8936170212766,514.3,Predicted,GCA_000015425.1_26,0,1.9e-07,4358,14,FALSE,1,1,0,0,1,1,4
0.000659,10,0.9,0,0,-7.8,40,0,Predicted,GCA_000015425.1_261,0,1,1854,2,FALSE,0,0,0,0,0,1,1
0.024836,10,0.9,19,-0.33,-46.23,41.2451361867704,62,Predicted,GCA_000015425.1_265,0,0.01,1691,3,FALSE,0,0,0,0,1,1,2
0.360705,10,0.4,0,-0.08,-5.58,39.2405063291139,0,Predicted,GCA_000015425.1_271,0,0.045,14176,4,FALSE,1,0,0,0,0,1,2
0,10,0.4,0,0,-10.1,51.8518518518518,0,Predicted,GCA_000015425.1_275,0,1,105,1,FALSE,0,0,0,0,0,1,1
0.024836,10,-0.5,0,0.67,-9.67,38.2352941176471,0,Predicted,GCA_000015425.1_277,0,0.011,8731,3,FALSE,0,0,0,0,0,1,1
0.360705,10,1.5,0,0.56,-9.23,43.9024390243902,0,Predicted,GCA_000015425.1_28,0,1.9e-05,2597,4,FALSE,1,0,0,0,0,1,2
0.024836,10,-0.5,0,-0.44,-8.73,34.7222222222222,0,Predicted,GCA_000015425.1_280,0,0.001,3325,3,FALSE,0,0,0,0,0,1,1
0.354845,10,0.9,0,0.5,-9.68,46.551724137931,0,Predicted,GCA_000015425.1_282,0,0.016,3872,3,FALSE,1,0,0,0,0,1,2
0.050073,10,0.1,0,0.16,-9.76,43.3734939759036,0,Predicted,GCA_000015425.1_29,0,1.7e-06,2603,4,FALSE,1,0,0,0,0,1,2
0.360705,10,0.9,12.1,-0.89,-4.59,37.8048780487805,12.1,Predicted,GCA_000015425.1_30,0,1.5e-06,2903,4,FALSE,1,0,1,0,1,1,4
0.000659,10,-0.9,0,0.5,-12.55,36.1111111111111,0,Predicted,GCA_000015425.1_31,0,1,164,2,FALSE,0,0,0,0,0,1,1
0.000659,10,2.4,0,1,-1.85,39.0625,0,Predicted,GCA_000015425.1_32,0,1,1259,2,FALSE,0,0,0,0,0,1,1
0.029721,10,-0.3,0,0.5,-24.33,37.8378378378378,0,Predicted,GCA_000015425.1_33,0,0.002,2969,4,FALSE,0,0,0,0,0,1,1
0.360705,10,-0.2,11.4,-1.64,-7.3,44.3965517241379,11.4,Predicted,GCA_000015425.1_39,0,1.3e-14,11995,4,FALSE,1,0,1,0,1,1,4
0.35786,10,1.2,11.2,-0.59,-16.02,62.4641833810888,40.5,Predicted,GCA_000015425.1_4,0,1.9e-09,315,3,FALSE,1,0,1,0,1,1,4
0.416221,0.00161383,0.7,16,0,-0.16,50.210970464135,213.3,Predicted,GCA_000015425.1_44,0,0.00096,9107,21,FALSE,1,1,0,0,1,1,4
0.388508,10,0.2,0,0,0,36.3636363636364,0,Predicted,GCA_000015425.1_46,0,6.6e-08,2910,4,FALSE,1,0,0,0,0,1,2
0.26937,0.00710409,1.7,7.2,-0.55,0.02,55.1282051282051,7.2,Predicted,GCA_000015425.1_5,0,7.2e-07,2521,6,FALSE,1,1,1,0,1,1,5
0.354845,10,-0.8,9.8,0.56,-10.54,39.2405063291139,19.6,Predicted,GCA_000015425.1_50,0,0.006,5434,3,FALSE,1,0,0,0,1,1,3
0.000659,10,1.5,0,0,-6,35.4838709677419,0,Predicted,GCA_000015425.1_52,0,1,3137,2,FALSE,0,0,0,0,0,1,1
0.024836,10,1.5,0,-0.11,-8.17,55.1724137931034,0,Predicted,GCA_000015425.1_53,0,0.002,4655,3,FALSE,0,0,0,0,0,1,1
0.360705,10,0.4,0,1.2,-11.96,34.2105263157895,0,Predicted,GCA_000015425.1_54,0,0.003,5632,4,FALSE,1,0,0,0,0,1,2
0.360705,10,1.5,0,-0.28,-3.58,44.4444444444444,0,Predicted,GCA_000015425.1_55,0,0.00036,5586,4,FALSE,1,0,0,0,0,1,2
0.501173,4.30554e-08,0.4,17.6,0,0,55.4838709677419,1639.7,Predicted,GCA_000015425.1_56,0,2.3e-09,47270,38,FALSE,1,1,0,0,1,1,4
0.000659,10,1,0,0,-8.9,50.9433962264151,0,Predicted,GCA_000015425.1_57,0,1,3928,2,FALSE,0,0,0,0,0,1,1
0.392526,10,1,12.7,-0.47,-0.93,41.6666666666667,20.9,Predicted,GCA_000015425.1_58,0,1.4e-06,6374,6,FALSE,1,0,0,0,1,1,3
0.414123,10,0.7,0,0.02,-2.48,42.4242424242424,0,Predicted,GCA_000015425.1_59,0,3.3e-08,6462,4,FALSE,1,0,0,0,0,1,2
0.413444,1.05262e-06,1.2,16.7,0,0,63.3507853403141,511.7,Predicted,GCA_000015425.1_6,0,2.3e-12,3928,23,FALSE,1,1,0,0,1,1,4
0.454142,1.46066e-13,10,18.9,0,0,47.6987447698745,1325.7,Predicted,GCA_000015425.1_61,0,5.8e-12,33548,33,FALSE,1,1,0,0,1,1,4
0.463106,4.97731e-06,0.4,14.7,-0.22,0.1,53.4031413612565,327.9,Predicted,GCA_000015425.1_62,0,8.7e-07,43575,38,FALSE,1,1,0,0,1,1,4
0.413444,5.29578e-10,0.3,19.2,-0.2,-1.14,59.8984771573604,382.2,Predicted,GCA_000015425.1_7,0,0.00014,3441,18,FALSE,1,1,0,0,1,1,4
0.000659,10,-0.5,0,0,-15.1,50.8771929824561,0,Predicted,GCA_000015425.1_70,0,1,2958,2,FALSE,0,0,0,0,0,1,1
0.360705,10,-0.7,0,-0.36,-28.88,46.5648854961832,0,Predicted,GCA_000015425.1_72,0,0.002,11235,4,FALSE,1,0,0,0,0,1,2
0.02904,10,1.2,0,-1.86,-48.87,41.6107382550336,0,Predicted,GCA_000015425.1_73,0,3.5e-09,888,3,FALSE,0,0,1,0,0,1,2
0.40085,10,0.3,10.8,0,0,43.010752688172,18.2,Predicted,GCA_000015425.1_74,0,4.8e-05,2206,5,FALSE,1,0,0,0,1,1,3
0.40085,0.000513037,0.5,14.6,-0.15,-1.14,48.9130434782609,94.6,Predicted,GCA_000015425.1_75,0,0.00018,2266,8,FALSE,1,1,0,0,1,1,4
0.340205,10,0.2,0,0.72,-22.2,50.9316770186335,0,Predicted,GCA_000015425.1_76,0,4.6e-11,820,3,FALSE,1,0,0,0,0,1,2
0.40085,0.0107699,0.2,15.1,0,0,37,205.4,Predicted,GCA_000015425.1_77,0,2.6e-06,888,5,FALSE,1,1,0,0,1,1,4
0.029721,10,-0.3,0,-0.13,-12.4,38.9473684210526,0,Predicted,GCA_000015425.1_81,0,0.025,1464,4,FALSE,0,0,0,0,0,1,1
0.437236,7.19489e-05,0.4,16.1,0,0,48.936170212766,382.1,Predicted,GCA_000015425.1_84,0,8.6e-14,39393,31,FALSE,1,1,0,0,1,1,4
0.360705,10,1.6,0,0.25,-5.98,40,0,Predicted,GCA_000015425.1_85,0,3.2e-09,7139,4,FALSE,1,0,0,0,0,1,2
0,10,-0.1,0,0,-11.9,37.8787878787879,0,Predicted,GCA_000015425.1_87,0,1,57,1,FALSE,0,0,0,0,0,0,0
0,10,-0.6,0,0,-84.5,40.7738095238095,0,Predicted,GCA_000015425.1_89,0,1,110,1,FALSE,0,0,0,0,0,1,1
0.213005,10,-0.5,0,0,-12.5,44.1558441558442,0,Predicted,GCA_000015425.1_91,0,0.004,581,2,FALSE,1,0,0,0,0,1,2
0.361928,2.26001e-05,-0.1,15.6,0.03,-1.61,67.3076923076923,183.5,Predicted,GCA_000015425.1_97,0,4.2e-10,930,3,FALSE,1,1,0,0,1,1,4
0.310582,10,1.2,11,-0.2,-2.57,67.479674796748,81.7,Predicted,GCA_000015425.1_98,0,1.9e-14,834,2,FALSE,1,0,0,0,1,1,3
0,10,1.2,0,0,-8.6,38.6666666666667,0,Predicted,GCA_000017745.1_108,0,1,60,2,FALSE,0,0,0,0,0,0,0
0.010643,10,0.1,0,0,-7.5,31.4606741573034,0,Predicted,GCA_000017745.1_122,0,1,2278,5,FALSE,0,0,0,0,0,1,1
0,10,-0.4,0,0,-56.6,49.5614035087719,0,Predicted,GCA_000017745.1_138,0,1,80,2,FALSE,0,0,0,0,0,0,0
0.014004,10,-0.5,0,-0.14,-29.38,38.9830508474576,0,Predicted,GCA_000017745.1_213,0,1,1116,9,FALSE,0,0,0,0,0,1,1
0,10,1.1,0,0,-21.2,51.1627906976744,0,Predicted,GCA_000017745.1_218,0,1,149,2,FALSE,0,0,0,0,0,1,1
0,10,1.2,0,0,-18.4,38.9830508474576,0,Predicted,GCA_000017745.1_219,0,1,14,2,FALSE,0,0,0,0,0,0,0
0,10,0.7,0,0,-37.4,44.3181818181818,0,Predicted,GCA_000017745.1_220,0,1,12,2,FALSE,0,0,0,0,0,0,0
0,10,0.3,0,0,-41.5,46.5116279069767,0,Predicted,GCA_000017745.1_221,0,1,2390,2,FALSE,0,0,0,0,0,1,1
0,10,0.8,0,0,-6.5,35.4838709677419,0,Predicted,GCA_000017745.1_224,0,1,44,2,FALSE,0,0,0,0,0,0,0
0,10,0.2,0,0,-4.9,28.0487804878049,0,Predicted,GCA_000017745.1_236,0,1,132,2,FALSE,0,0,0,0,0,1,1
0.002641,10,-0.3,0,0,-6.5,35.2941176470588,0,Predicted,GCA_000017745.1_247,0,1,54,2,FALSE,0,0,0,0,0,0,0
0.014004,10,0.3,0,-0.16,-12.78,29.1139240506329,0,Predicted,GCA_000017745.1_259,0,1,1911,6,FALSE,0,0,0,0,0,1,1
0.014004,10,-2.1,0,0,-9.9,30.188679245283,0,Predicted,GCA_000017745.1_265,0,1,7157,10,FALSE,0,0,0,0,0,1,1
0.00198,10,-0.2,0,0.5,-46.95,43.9613526570048,0,Predicted,GCA_000017745.1_290,0,1,280,2,FALSE,0,0,0,0,0,1,1
0.00198,10,-1.3,9.3,0,-23.6,33.0357142857143,9.3,Predicted,GCA_000017745.1_291,0,1,141,2,FALSE,0,0,0,0,1,1,2
0,10,-0.5,0,0,-6.4,36.0655737704918,0,Predicted,GCA_000017745.1_318,0,1,866,2,FALSE,0,0,0,0,0,1,1
0.014004,10,-0.5,0,0,-3.62,32.8767123287671,0,Predicted,GCA_000017745.1_330,0,1,872,9,FALSE,0,0,0,0,0,1,1
0.007297,10,0.5,0,-0.06,-13.75,48.0519480519481,0,Predicted,GCA_000017745.1_338,0,1,626,4,FALSE,0,0,0,0,0,1,1
0.010643,10,1,0,-0.22,-5.67,34,0,Predicted,GCA_000017745.1_340,0,1,1208,2,FALSE,0,0,0,0,0,1,1
0,10,-1.3,0,0,-12.7,50,0,Predicted,GCA_000017745.1_342,0,1,2149,2,FALSE,0,0,0,0,0,1,1
0,10,0.8,0,0,-20.5,32.3170731707317,0,Predicted,GCA_000017745.1_343,0,1,1653,2,FALSE,0,0,0,0,0,1,1
0,10,-0.6,0,0,-41.9,40.8602150537634,0,Predicted,GCA_000017745.1_344,0,1,1332,2,FALSE,0,0,0,0,0,1,1
0,10,0.9,0,0,-12.3,52.3809523809524,0,Predicted,GCA_000017745.1_345,0,1,599,2,FALSE,0,0,0,0,0,1,1
0.007971,10,0.4,0,0.75,-12.4,43.3734939759036,0,Predicted,GCA_000017745.1_347,0,1,637,2,FALSE,0,0,0,0,0,1,1
0,10,0.8,0,0,-5.2,42.8571428571429,0,Predicted,GCA_000017745.1_348,0,1,588,2,FALSE,0,0,0,0,0,1,1
